ID;ID_USUARIO;ACEPTA_TERMINOS_CONDICIONES;ACEPTA_INFORMACION_COMERCIAL;ACEPTA_BARRIO;ID_BONO;ACEPTA_BOLETIN_INFORMATIVO;ACEPTA_CORREO_APUESTAS;ACEPTA_ENVIO_SMS;ACEPTA_NOTIFICACIONES;ACEPTA_AVISOS_BOLETA_APUESTA;LIMITE_APUESTAS_DIARIA;LIMITE_APUESTAS_SEMANAL;LIMITE_APUESTAS_MENSUAL;ESTADO
;665;1;1;1;1;1;1;1;1;1;100000.34;435637.64;4567839.64;disponible
;666;1;1;1;2;1;1;1;1;1;100000.33;435637.65;4567839.65;disponible
;667;1;1;1;3;1;1;1;1;1;100000.32;435637.66;4567839.66;disponible
;668;1;1;1;4;1;1;1;1;1;100000.31;435637.67;4567839.67;disponible
;669;1;1;1;5;1;1;1;1;1;100000.30;435637.68;4567839.68;disponible
;670;1;1;1;6;1;1;1;1;1;100000.29;435637.69;4567839.69;disponible
;671;1;1;1;1;1;1;1;1;1;100000.28;435637.70;4567839.70;disponible
;672;1;1;1;2;1;1;1;1;1;100000.27;435637.71;4567839.71;disponible
;673;1;1;1;3;1;1;1;1;1;100000.26;435637.72;4567839.72;disponible
;674;1;1;1;4;1;1;1;1;1;100000.25;435637.73;4567839.73;disponible
;675;1;1;1;5;1;1;1;1;1;100000.24;435637.74;4567839.74;disponible
;676;1;1;1;6;1;1;1;1;1;100000.23;435637.75;4567839.75;disponible
;677;1;1;1;1;1;1;1;1;1;100000.22;435637.76;4567839.76;disponible
;678;1;1;1;2;1;1;1;1;1;100000.21;435637.77;4567839.77;disponible
;679;1;1;1;3;1;1;1;1;1;100000.20;435637.78;4567839.78;disponible
;680;1;1;1;4;1;1;1;1;1;100000.19;435637.79;4567839.79;disponible
;681;1;1;1;5;1;1;1;1;1;100000.18;435637.80;4567839.80;disponible
;682;1;1;1;6;1;1;1;1;1;100000.17;435637.81;4567839.81;disponible
;683;1;1;1;1;1;1;1;1;1;100000.16;435637.82;4567839.82;disponible
;684;1;1;1;2;1;1;1;1;1;100000.15;435637.83;4567839.83;disponible
;685;1;1;1;3;1;1;1;1;1;100000.14;435637.84;4567839.84;disponible
;686;1;1;1;4;1;1;1;1;1;100000.13;435637.85;4567839.85;disponible
;687;1;1;1;5;1;1;1;1;1;100000.12;435637.86;4567839.86;disponible
;688;1;1;1;6;1;1;1;1;1;100000.11;435637.87;4567839.87;disponible
;689;1;1;1;1;1;1;1;1;1;100000.10;435637.88;4567839.88;disponible
;690;1;1;1;2;1;1;1;1;1;100000.09;435637.89;4567839.89;disponible
;691;1;1;1;3;1;1;1;1;1;100000.08;435637.90;4567839.90;disponible
;692;1;1;1;4;1;1;1;1;1;100000.07;435637.91;4567839.91;disponible
;693;1;1;1;5;1;1;1;1;1;100000.06;435637.92;4567839.92;disponible
;694;1;1;1;6;1;1;1;1;1;100000.05;435637.93;4567839.93;disponible
;695;1;1;1;2;1;1;1;1;1;100000.04;435637.94;4567839.94;disponible
;696;1;1;1;3;1;1;1;1;1;100000.03;435637.95;4567839.95;disponible
;697;1;1;1;4;1;1;1;1;1;100000.02;435637.96;4567839.96;disponible
;698;1;1;1;2;1;1;1;1;1;100000.01;435637.97;4567839.97;disponible
;699;1;1;1;6;1;1;1;1;1;100000.00;435637.98;4567839.98;disponible
;700;1;1;1;5;1;1;1;1;1;100000.01;435637.99;4567839.99;disponible
