IdLimite,LIMITE_DIARIO_ANTERIOR,LIMITE_DIARIO_ACTUAL,FECHA_ACTUALIZACION_DIA,LIMITE_SEMANA_ANTERIOR,LIMITE_SEMANA_ACTUAL,FECHA_ACTUALIZACION_SEMANA,LIMITE_MENSUAL_ANTERIOR,LIMITE_MENSUAL_ACTUAL,FECHA_ACTUALIZACION_MENSUAL,LIMITE_PERDIDA_DIARIO_ANTERIOR,LIMITE_PERDIDA_DIARIO_ACTUAL,FECHA_ACTUAL_DIARIO_PERDIDA,LIMITE_PERDIDA_SEMANA_ANTERIOR,LIMITE_PERDIDA_SEMANA_ACTUAL,FECHA_ACTUAL_SEMANA_PERDIDA,LIMITE_PERDIDA_MES_ANTERIOR ,LIMITE_PERDIDA_MES_ACTUAL,FECHA_ACTUAL_MES_PERDIDA ,TIEMPO_ACTIVIDAD_SESSION,IdUsuario,ESTADO
194,438225.11,221998.15,4/14/2019 0:00,168104.20,62329.49,11/16/2018 0:00,537788.85,788349.33,1/15/2019 0:00,110999.08,66599.45,1/15/2019 0:00,84052.10,33620.84,1/15/2019 0:00,322673.31,53778.89,1/15/2019 0:00,6,194,Disponible
195,195083.26,773285.68,2/1/2019 0:00,829425.94,560083.88,1/27/2019 0:00,317628.58,848685.34,11/15/2018 0:00,386642.84,231985.70,11/15/2018 0:00,414712.97,165885.19,11/15/2018 0:00,190577.15,31762.86,11/15/2018 0:00,10,195,Disponible
196,408790.32,642877.69,12/25/2018 0:00,730959.86,43901.01,10/5/2019 0:00,343077.82,434091.36,11/24/2018 0:00,321438.85,192863.31,11/24/2018 0:00,365479.93,146191.97,11/24/2018 0:00,205846.69,34307.78,11/24/2018 0:00,4,196,Disponible
197,783324.03,999997.79,4/30/2019 0:00,480413.55,47054.31,7/9/2019 0:00,960152.54,412368.41,4/14/2019 0:00,499998.90,299999.34,4/14/2019 0:00,240206.78,96082.71,4/14/2019 0:00,576091.52,96015.25,4/14/2019 0:00,10,197,Disponible
198,394379.29,910937.64,10/1/2019 0:00,789700.28,518160.01,6/29/2019 0:00,56906.19,101852.62,7/1/2019 0:00,455468.82,273281.29,7/1/2019 0:00,394850.14,157940.06,7/1/2019 0:00,34143.71,5690.62,7/1/2019 0:00,3,198,Disponible
199,719248.68,920850.83,1/3/2019 0:00,180896.26,998644.06,6/16/2019 0:00,159670.14,421613.57,3/3/2019 0:00,460425.42,276255.25,3/3/2019 0:00,90448.13,36179.25,3/3/2019 0:00,95802.08,15967.01,3/3/2019 0:00,4,199,Disponible
200,475836.30,424754.80,7/13/2019 0:00,556947.14,296267.02,9/30/2019 0:00,271169.47,449944.22,10/18/2019 0:00,212377.40,127426.44,10/18/2019 0:00,278473.57,111389.43,10/18/2019 0:00,162701.68,27116.95,10/18/2019 0:00,12,200,Disponible
201,606484.67,137723.89,11/20/2018 0:00,107255.57,940715.99,11/21/2018 0:00,793062.75,699530.75,2/10/2019 0:00,68861.95,41317.17,2/10/2019 0:00,53627.79,21451.11,2/10/2019 0:00,475837.65,79306.28,2/10/2019 0:00,3,201,Disponible
202,500987.67,573866.11,8/16/2019 0:00,953808.04,726932.17,10/28/2018 0:00,391433.34,991024.51,6/2/2019 0:00,286933.06,172159.83,6/2/2019 0:00,476904.02,190761.61,6/2/2019 0:00,234860.00,39143.33,6/2/2019 0:00,9,202,Disponible
203,434102.26,126590.59,6/29/2019 0:00,486872.55,753425.27,2/16/2019 0:00,584935.56,112918.77,12/24/2018 0:00,63295.30,37977.18,12/24/2018 0:00,243436.28,97374.51,12/24/2018 0:00,350961.34,58493.56,12/24/2018 0:00,1,203,Disponible
204,277811.13,872720.55,11/13/2018 0:00,30170.48,979085.59,5/3/2019 0:00,746752.44,286964.22,6/1/2019 0:00,436360.28,261816.17,6/1/2019 0:00,15085.24,6034.10,6/1/2019 0:00,448051.46,74675.24,6/1/2019 0:00,11,204,Disponible
205,910737.30,314733.41,10/14/2019 0:00,318661.80,488554.71,10/20/2018 0:00,109812.15,901202.40,5/15/2019 0:00,157366.71,94420.02,5/15/2019 0:00,159330.90,63732.36,5/15/2019 0:00,65887.29,10981.22,5/15/2019 0:00,3,205,Disponible
206,690741.13,332323.78,1/26/2019 0:00,190828.58,770885.19,7/9/2019 0:00,447305.96,614052.21,2/18/2019 0:00,166161.89,99697.13,2/18/2019 0:00,95414.29,38165.72,2/18/2019 0:00,268383.58,44730.60,2/18/2019 0:00,12,206,Disponible
207,267669.63,460553.90,5/30/2019 0:00,187667.59,255979.10,3/4/2019 0:00,594888.73,590693.15,5/28/2019 0:00,230276.95,138166.17,5/28/2019 0:00,93833.80,37533.52,5/28/2019 0:00,356933.24,59488.87,5/28/2019 0:00,10,207,Disponible
208,765250.19,492843.68,9/3/2019 0:00,927465.52,974853.43,11/2/2018 0:00,403760.95,116258.23,7/2/2019 0:00,246421.84,147853.10,7/2/2019 0:00,463732.76,185493.10,7/2/2019 0:00,242256.57,40376.10,7/2/2019 0:00,8,208,Disponible
209,184560.63,685860.02,4/9/2019 0:00,683422.37,274890.61,11/16/2018 0:00,298871.93,234780.17,9/23/2019 0:00,342930.01,205758.01,9/23/2019 0:00,341711.19,136684.47,9/23/2019 0:00,179323.16,29887.19,9/23/2019 0:00,4,209,Disponible
210,255399.91,135536.85,10/6/2019 0:00,391918.29,721807.55,10/27/2018 0:00,612320.39,133419.24,11/17/2018 0:00,67768.43,40661.06,11/17/2018 0:00,195959.15,78383.66,11/17/2018 0:00,367392.23,61232.04,11/17/2018 0:00,2,210,Disponible
211,485989.16,243275.25,12/30/2018 0:00,99634.54,821504.98,2/15/2019 0:00,352085.15,556741.21,7/21/2019 0:00,121637.63,72982.58,7/21/2019 0:00,49817.27,19926.91,7/21/2019 0:00,211251.09,35208.52,7/21/2019 0:00,1,211,Disponible
212,303316.00,364498.64,10/4/2019 0:00,674993.85,650970.76,10/27/2018 0:00,889162.36,606730.85,11/20/2018 0:00,182249.32,109349.59,11/20/2018 0:00,337496.93,134998.77,11/20/2018 0:00,533497.42,88916.24,11/20/2018 0:00,4,212,Disponible
213,220032.93,115634.81,9/9/2019 0:00,131401.63,458816.10,3/1/2019 0:00,407424.76,290857.64,5/2/2019 0:00,57817.41,34690.44,5/2/2019 0:00,65700.82,26280.33,5/2/2019 0:00,244454.86,40742.48,5/2/2019 0:00,3,213,Disponible
214,951289.17,575890.33,11/4/2018 0:00,455469.12,453422.91,5/22/2019 0:00,392076.90,833630.67,5/18/2019 0:00,287945.17,172767.10,5/18/2019 0:00,227734.56,91093.82,5/18/2019 0:00,235246.14,39207.69,5/18/2019 0:00,12,214,Disponible
215,625146.13,61680.89,8/10/2019 0:00,565931.33,364268.11,10/8/2019 0:00,459454.26,522954.64,2/10/2019 0:00,30840.45,18504.27,2/10/2019 0:00,282965.67,113186.27,2/10/2019 0:00,275672.56,45945.43,2/10/2019 0:00,5,215,Disponible
216,437688.98,266925.80,9/2/2019 0:00,564967.21,760336.56,6/7/2019 0:00,258802.20,923448.59,1/23/2019 0:00,133462.90,80077.74,1/23/2019 0:00,282483.61,112993.44,1/23/2019 0:00,155281.32,25880.22,1/23/2019 0:00,7,216,Disponible
217,888840.26,151928.22,2/23/2019 0:00,165593.86,251775.05,7/9/2019 0:00,779261.05,369381.14,5/17/2019 0:00,75964.11,45578.47,5/17/2019 0:00,82796.93,33118.77,5/17/2019 0:00,467556.63,77926.11,5/17/2019 0:00,2,217,Disponible
218,123828.28,144809.14,9/13/2019 0:00,305297.49,93733.11,6/13/2019 0:00,911094.70,632056.47,9/26/2019 0:00,72404.57,43442.74,9/26/2019 0:00,152648.75,61059.50,9/26/2019 0:00,546656.82,91109.47,9/26/2019 0:00,10,218,Disponible
219,721991.94,776854.20,5/2/2019 0:00,909861.54,267015.82,8/21/2019 0:00,501929.56,241200.12,7/23/2019 0:00,388427.10,233056.26,7/23/2019 0:00,454930.77,181972.31,7/23/2019 0:00,301157.74,50192.96,7/23/2019 0:00,7,219,Disponible
220,271436.76,980054.92,4/26/2019 0:00,644294.43,510648.54,6/10/2019 0:00,458663.82,555325.18,10/30/2018 0:00,490027.46,294016.48,10/30/2018 0:00,322147.22,128858.89,10/30/2018 0:00,275198.29,45866.38,10/30/2018 0:00,6,220,Disponible
221,968726.61,849632.16,9/23/2019 0:00,181084.67,824658.46,10/13/2019 0:00,552501.59,769634.21,10/25/2018 0:00,424816.08,254889.65,10/25/2018 0:00,90542.34,36216.93,10/25/2018 0:00,331500.95,55250.16,10/25/2018 0:00,10,221,Disponible
222,727350.51,233976.93,8/23/2019 0:00,281754.72,418702.12,10/10/2019 0:00,702581.24,140171.68,12/28/2018 0:00,116988.47,70193.08,12/28/2018 0:00,140877.36,56350.94,12/28/2018 0:00,421548.74,70258.12,12/28/2018 0:00,4,222,Disponible
223,685728.61,24073.37,3/6/2019 0:00,747253.05,47920.99,7/14/2019 0:00,342571.87,455201.26,6/9/2019 0:00,12036.69,7222.01,6/9/2019 0:00,373626.53,149450.61,6/9/2019 0:00,205543.12,34257.19,6/9/2019 0:00,1,223,Disponible
224,106242.51,369911.72,6/10/2019 0:00,818779.16,548687.27,3/2/2019 0:00,260724.33,813885.67,3/6/2019 0:00,184955.86,110973.52,3/6/2019 0:00,409389.58,163755.83,3/6/2019 0:00,156434.60,26072.43,3/6/2019 0:00,11,224,Disponible
225,99160.81,646445.62,4/23/2019 0:00,735860.12,297861.05,9/9/2019 0:00,926087.00,937451.68,10/20/2018 0:00,323222.81,193933.69,10/20/2018 0:00,367930.06,147172.02,10/20/2018 0:00,555652.20,92608.70,10/20/2018 0:00,1,225,Disponible
226,203858.46,706246.84,11/4/2018 0:00,498688.61,491391.00,5/3/2019 0:00,366194.18,815417.41,10/30/2018 0:00,353123.42,211874.05,10/30/2018 0:00,249344.31,99737.72,10/30/2018 0:00,219716.51,36619.42,10/30/2018 0:00,4,226,Disponible
227,369506.69,865228.90,1/31/2019 0:00,811398.83,153918.36,4/3/2019 0:00,717817.72,749046.64,1/17/2019 0:00,432614.45,259568.67,1/17/2019 0:00,405699.42,162279.77,1/17/2019 0:00,430690.63,71781.77,1/17/2019 0:00,4,227,Disponible
228,583630.99,245139.06,4/10/2019 0:00,440979.65,545627.64,5/19/2019 0:00,506696.30,208957.37,12/8/2018 0:00,122569.53,73541.72,12/8/2018 0:00,220489.83,88195.93,12/8/2018 0:00,304017.78,50669.63,12/8/2018 0:00,6,228,Disponible
229,390528.98,971060.08,11/17/2018 0:00,602022.13,504284.06,8/6/2019 0:00,904928.57,771850.26,2/28/2019 0:00,485530.04,291318.02,2/28/2019 0:00,301011.07,120404.43,2/28/2019 0:00,542957.14,90492.86,2/28/2019 0:00,10,229,Disponible
230,765142.63,763467.79,7/4/2019 0:00,876480.22,590386.95,10/2/2019 0:00,295949.26,402045.97,8/22/2019 0:00,381733.90,229040.34,8/22/2019 0:00,438240.11,175296.04,8/22/2019 0:00,177569.56,29594.93,8/22/2019 0:00,2,230,Disponible
231,331836.26,779366.66,5/29/2019 0:00,578702.08,319711.27,3/19/2019 0:00,998595.62,615539.42,2/26/2019 0:00,389683.33,233810.00,2/26/2019 0:00,289351.04,115740.42,2/26/2019 0:00,599157.37,99859.56,2/26/2019 0:00,8,231,Disponible
232,687292.41,546929.77,5/3/2019 0:00,952915.05,187886.00,4/4/2019 0:00,28197.27,535309.71,12/26/2018 0:00,273464.89,164078.93,12/26/2018 0:00,476457.53,190583.01,12/26/2018 0:00,16918.36,2819.73,12/26/2018 0:00,6,232,Disponible
233,705953.31,197311.15,2/25/2019 0:00,347109.29,771904.08,5/18/2019 0:00,625508.60,288895.73,4/29/2019 0:00,98655.58,59193.35,4/29/2019 0:00,173554.65,69421.86,4/29/2019 0:00,375305.16,62550.86,4/29/2019 0:00,2,233,Disponible
234,785981.20,303121.75,5/11/2019 0:00,835552.00,790863.92,7/10/2019 0:00,463681.97,105235.55,4/29/2019 0:00,151560.88,90936.53,4/29/2019 0:00,417776.00,167110.40,4/29/2019 0:00,278209.18,46368.20,4/29/2019 0:00,5,234,Disponible
235,107473.70,454747.74,8/30/2019 0:00,754853.21,512089.64,4/18/2019 0:00,847144.72,957527.48,11/1/2018 0:00,227373.87,136424.32,11/1/2018 0:00,377426.61,150970.64,11/1/2018 0:00,508286.83,84714.47,11/1/2018 0:00,9,235,Disponible
236,804726.59,562487.44,3/4/2019 0:00,571105.86,328291.00,8/19/2019 0:00,870072.73,864055.15,11/6/2018 0:00,281243.72,168746.23,11/6/2018 0:00,285552.93,114221.17,11/6/2018 0:00,522043.64,87007.27,11/6/2018 0:00,9,236,Disponible
237,500463.84,895521.12,4/17/2019 0:00,991640.22,26857.16,11/7/2018 0:00,616884.59,919738.86,12/12/2018 0:00,447760.56,268656.34,12/12/2018 0:00,495820.11,198328.04,12/12/2018 0:00,370130.75,61688.46,12/12/2018 0:00,7,237,Disponible
238,315195.51,137532.86,2/2/2019 0:00,525671.59,227221.29,8/29/2019 0:00,986294.84,405296.17,11/2/2018 0:00,68766.43,41259.86,11/2/2018 0:00,262835.80,105134.32,11/2/2018 0:00,591776.90,98629.48,11/2/2018 0:00,12,238,Disponible
239,65559.22,203775.27,7/25/2019 0:00,685329.99,238393.34,8/19/2019 0:00,932608.96,605978.09,9/6/2019 0:00,101887.64,61132.58,9/6/2019 0:00,342665.00,137066.00,9/6/2019 0:00,559565.38,93260.90,9/6/2019 0:00,7,239,Disponible
240,665946.11,187809.64,8/20/2019 0:00,99787.99,182645.46,10/30/2018 0:00,322474.96,343199.65,3/30/2019 0:00,93904.82,56342.89,3/30/2019 0:00,49894.00,19957.60,3/30/2019 0:00,193484.98,32247.50,3/30/2019 0:00,12,240,Disponible
241,740648.90,279568.35,4/28/2019 0:00,561639.28,281750.52,8/4/2019 0:00,417681.25,173917.81,7/6/2019 0:00,139784.18,83870.51,7/6/2019 0:00,280819.64,112327.86,7/6/2019 0:00,250608.75,41768.13,7/6/2019 0:00,3,241,Disponible
242,168644.09,819339.80,10/26/2018 0:00,782806.06,820869.01,1/1/2019 0:00,20401.69,450332.67,4/24/2019 0:00,409669.90,245801.94,4/24/2019 0:00,391403.03,156561.21,4/24/2019 0:00,12241.01,2040.17,4/24/2019 0:00,7,242,Disponible
243,748942.55,493805.09,10/26/2018 0:00,246969.52,711875.28,11/10/2018 0:00,98702.96,637162.19,10/8/2019 0:00,246902.55,148141.53,10/8/2019 0:00,123484.76,49393.90,10/8/2019 0:00,59221.78,9870.30,10/8/2019 0:00,4,243,Disponible
244,583430.89,401997.54,7/13/2019 0:00,820663.52,515817.00,7/10/2019 0:00,400816.53,59147.63,1/5/2019 0:00,200998.77,120599.26,1/5/2019 0:00,410331.76,164132.70,1/5/2019 0:00,240489.92,40081.65,1/5/2019 0:00,9,244,Disponible
245,349430.47,735718.51,11/6/2018 0:00,688262.21,740873.10,1/19/2019 0:00,424977.03,622194.53,12/18/2018 0:00,367859.26,220715.55,12/18/2018 0:00,344131.11,137652.44,12/18/2018 0:00,254986.22,42497.70,12/18/2018 0:00,3,245,Disponible
246,109330.25,217622.88,4/9/2019 0:00,889498.17,490278.33,4/7/2019 0:00,314173.02,376014.30,8/8/2019 0:00,108811.44,65286.86,8/8/2019 0:00,444749.09,177899.63,8/8/2019 0:00,188503.81,31417.30,8/8/2019 0:00,5,246,Disponible
247,250506.61,599041.34,3/5/2019 0:00,431222.92,746494.96,1/27/2019 0:00,653282.09,802562.59,3/23/2019 0:00,299520.67,179712.40,3/23/2019 0:00,215611.46,86244.58,3/23/2019 0:00,391969.25,65328.21,3/23/2019 0:00,12,247,Disponible
248,205821.19,430942.53,12/6/2018 0:00,416401.14,436023.09,8/23/2019 0:00,53177.35,477791.62,1/15/2019 0:00,215471.27,129282.76,1/15/2019 0:00,208200.57,83280.23,1/15/2019 0:00,31906.41,5317.74,1/15/2019 0:00,3,248,Disponible
249,969037.19,338019.14,5/3/2019 0:00,537130.41,617505.62,7/18/2019 0:00,902456.51,613817.56,11/23/2018 0:00,169009.57,101405.74,11/23/2018 0:00,268565.21,107426.08,11/23/2018 0:00,541473.91,90245.65,11/23/2018 0:00,3,249,Disponible
250,384563.22,261673.30,5/25/2019 0:00,597929.74,525466.56,1/24/2019 0:00,513303.36,89347.03,7/20/2019 0:00,130836.65,78501.99,7/20/2019 0:00,298964.87,119585.95,7/20/2019 0:00,307982.02,51330.34,7/20/2019 0:00,12,250,Disponible
251,858343.08,660359.57,10/2/2019 0:00,965913.21,156186.66,12/12/2018 0:00,273766.69,463557.17,3/18/2019 0:00,330179.79,198107.87,3/18/2019 0:00,482956.61,193182.64,3/18/2019 0:00,164260.01,27376.67,3/18/2019 0:00,5,251,Disponible
252,480785.94,648027.55,6/3/2019 0:00,837048.35,776777.64,9/24/2019 0:00,964713.59,675663.24,5/29/2019 0:00,324013.78,194408.27,5/29/2019 0:00,418524.18,167409.67,5/29/2019 0:00,578828.15,96471.36,5/29/2019 0:00,5,252,Disponible
253,552502.81,752398.68,9/7/2019 0:00,320822.09,183308.73,4/7/2019 0:00,837553.35,687604.68,2/22/2019 0:00,376199.34,225719.60,2/22/2019 0:00,160411.05,64164.42,2/22/2019 0:00,502532.01,83755.34,2/22/2019 0:00,6,253,Disponible
254,752071.38,52905.51,7/10/2019 0:00,193734.34,488426.87,2/4/2019 0:00,998308.37,487322.33,1/22/2019 0:00,26452.76,15871.65,1/22/2019 0:00,96867.17,38746.87,1/22/2019 0:00,598985.02,99830.84,1/22/2019 0:00,11,254,Disponible
255,690087.52,509731.98,12/1/2018 0:00,241031.54,633213.22,12/3/2018 0:00,603874.31,429968.66,11/10/2018 0:00,254865.99,152919.59,11/10/2018 0:00,120515.77,48206.31,11/10/2018 0:00,362324.59,60387.43,11/10/2018 0:00,9,255,Disponible
256,338224.55,392668.57,4/27/2019 0:00,134130.54,336846.55,9/21/2019 0:00,525117.57,996566.45,9/8/2019 0:00,196334.29,117800.57,9/8/2019 0:00,67065.27,26826.11,9/8/2019 0:00,315070.54,52511.76,9/8/2019 0:00,8,256,Disponible
257,203033.52,832734.05,10/5/2019 0:00,975065.46,295714.56,12/8/2018 0:00,642012.24,697863.99,9/22/2019 0:00,416367.03,249820.22,9/22/2019 0:00,487532.73,195013.09,9/22/2019 0:00,385207.34,64201.22,9/22/2019 0:00,11,257,Disponible
258,786030.31,280956.86,3/13/2019 0:00,158975.07,186975.63,12/1/2018 0:00,181010.58,44903.59,4/27/2019 0:00,140478.43,84287.06,4/27/2019 0:00,79487.54,31795.01,4/27/2019 0:00,108606.35,18101.06,4/27/2019 0:00,9,258,Disponible
259,468242.07,269056.47,1/8/2019 0:00,111902.58,567026.55,3/23/2019 0:00,188691.83,354314.43,10/4/2019 0:00,134528.24,80716.94,10/4/2019 0:00,55951.29,22380.52,10/4/2019 0:00,113215.10,18869.18,10/4/2019 0:00,4,259,Disponible
260,550848.39,750722.14,7/2/2019 0:00,112744.48,27206.31,8/4/2019 0:00,331619.84,488868.33,3/31/2019 0:00,375361.07,225216.64,3/31/2019 0:00,56372.24,22548.90,3/31/2019 0:00,198971.90,33161.98,3/31/2019 0:00,11,260,Disponible
261,264766.04,124511.82,4/21/2019 0:00,420019.10,962138.61,7/12/2019 0:00,921758.20,445360.24,6/7/2019 0:00,62255.91,37353.55,6/7/2019 0:00,210009.55,84003.82,6/7/2019 0:00,553054.92,92175.82,6/7/2019 0:00,11,261,Disponible
262,51495.19,654242.23,1/6/2019 0:00,319322.83,358313.47,7/19/2019 0:00,714412.51,809822.12,10/16/2019 0:00,327121.12,196272.67,10/16/2019 0:00,159661.42,63864.57,10/16/2019 0:00,428647.51,71441.25,10/16/2019 0:00,11,262,Disponible
263,512902.86,78345.87,11/16/2018 0:00,137070.72,358832.03,3/7/2019 0:00,348103.10,79060.09,3/17/2019 0:00,39172.94,23503.76,3/17/2019 0:00,68535.36,27414.14,3/17/2019 0:00,208861.86,34810.31,3/17/2019 0:00,10,263,Disponible
264,922727.76,679266.49,7/15/2019 0:00,772067.77,148902.96,4/22/2019 0:00,461472.31,60393.50,4/3/2019 0:00,339633.25,203779.95,4/3/2019 0:00,386033.89,154413.55,4/3/2019 0:00,276883.39,46147.23,4/3/2019 0:00,3,264,Disponible
265,900715.24,655010.47,2/10/2019 0:00,175404.52,372559.17,2/18/2019 0:00,177854.37,778993.88,5/12/2019 0:00,327505.24,196503.14,5/12/2019 0:00,87702.26,35080.90,5/12/2019 0:00,106712.62,17785.44,5/12/2019 0:00,12,265,Disponible
266,627929.39,523750.79,12/12/2018 0:00,451224.16,443859.76,5/4/2019 0:00,426353.03,853197.27,5/3/2019 0:00,261875.40,157125.24,5/3/2019 0:00,225612.08,90244.83,5/3/2019 0:00,255811.82,42635.30,5/3/2019 0:00,6,266,Disponible
267,55016.32,225542.94,12/2/2018 0:00,979301.73,863401.06,5/10/2019 0:00,841275.02,485078.72,11/21/2018 0:00,112771.47,67662.88,11/21/2018 0:00,489650.87,195860.35,11/21/2018 0:00,504765.01,84127.50,11/21/2018 0:00,4,267,Disponible
268,911980.58,115694.70,4/3/2019 0:00,62901.97,99100.09,5/11/2019 0:00,787552.14,982000.98,3/12/2019 0:00,57847.35,34708.41,3/12/2019 0:00,31450.99,12580.39,3/12/2019 0:00,472531.28,78755.21,3/12/2019 0:00,3,268,Disponible
269,58098.42,570969.85,11/23/2018 0:00,217254.44,31576.31,10/1/2019 0:00,428479.21,541851.02,2/26/2019 0:00,285484.93,171290.96,2/26/2019 0:00,108627.22,43450.89,2/26/2019 0:00,257087.53,42847.92,2/26/2019 0:00,8,269,Disponible
270,539786.17,928264.94,12/7/2018 0:00,240800.95,405740.53,6/10/2019 0:00,801101.90,934203.27,4/16/2019 0:00,464132.47,278479.48,4/16/2019 0:00,120400.48,48160.19,4/16/2019 0:00,480661.14,80110.19,4/16/2019 0:00,7,270,Disponible
271,119212.27,835561.30,2/9/2019 0:00,984960.53,392669.16,1/4/2019 0:00,782681.99,993936.20,8/13/2019 0:00,417780.65,250668.39,8/13/2019 0:00,492480.27,196992.11,8/13/2019 0:00,469609.19,78268.20,8/13/2019 0:00,5,271,Disponible
272,390138.27,306753.47,8/29/2019 0:00,650341.72,193706.52,1/12/2019 0:00,246780.88,742601.97,9/2/2019 0:00,153376.74,92026.04,9/2/2019 0:00,325170.86,130068.34,9/2/2019 0:00,148068.53,24678.09,9/2/2019 0:00,1,272,Disponible
273,338637.91,770253.55,4/8/2019 0:00,839478.82,251545.75,5/20/2019 0:00,77386.79,200723.88,8/9/2019 0:00,385126.78,231076.07,8/9/2019 0:00,419739.41,167895.76,8/9/2019 0:00,46432.07,7738.68,8/9/2019 0:00,3,273,Disponible
274,20361.83,616039.25,1/28/2019 0:00,833120.50,847992.34,7/17/2019 0:00,514032.56,873771.23,12/5/2018 0:00,308019.63,184811.78,12/5/2018 0:00,416560.25,166624.10,12/5/2018 0:00,308419.54,51403.26,12/5/2018 0:00,8,274,Disponible
275,849638.77,325477.58,10/1/2019 0:00,978034.53,62637.14,5/27/2019 0:00,629254.30,241102.84,3/31/2019 0:00,162738.79,97643.27,3/31/2019 0:00,489017.27,195606.91,3/31/2019 0:00,377552.58,62925.43,3/31/2019 0:00,6,275,Disponible
276,401460.68,307220.23,12/28/2018 0:00,182986.97,538103.94,6/6/2019 0:00,591548.97,653875.79,8/19/2019 0:00,153610.12,92166.07,8/19/2019 0:00,91493.49,36597.39,8/19/2019 0:00,354929.38,59154.90,8/19/2019 0:00,11,276,Disponible
277,618606.08,384742.13,2/8/2019 0:00,128236.12,436809.24,1/5/2019 0:00,811485.06,75570.56,5/31/2019 0:00,192371.07,115422.64,5/31/2019 0:00,64118.06,25647.22,5/31/2019 0:00,486891.04,81148.51,5/31/2019 0:00,1,277,Disponible
278,674748.42,113259.28,5/26/2019 0:00,975847.97,742821.04,10/31/2018 0:00,565823.20,937586.75,9/17/2019 0:00,56629.64,33977.78,9/17/2019 0:00,487923.99,195169.59,9/17/2019 0:00,339493.92,56582.32,9/17/2019 0:00,4,278,Disponible
279,736275.79,572243.74,6/24/2019 0:00,144961.04,802111.57,9/30/2019 0:00,858514.20,704455.53,6/10/2019 0:00,286121.87,171673.12,6/10/2019 0:00,72480.52,28992.21,6/10/2019 0:00,515108.52,85851.42,6/10/2019 0:00,12,279,Disponible
280,114467.56,220142.15,9/7/2019 0:00,932146.90,631592.31,11/8/2018 0:00,252612.36,115421.58,3/21/2019 0:00,110071.08,66042.65,3/21/2019 0:00,466073.45,186429.38,3/21/2019 0:00,151567.42,25261.24,3/21/2019 0:00,10,280,Disponible
281,412720.94,849975.89,1/28/2019 0:00,50763.74,478514.07,2/22/2019 0:00,865607.45,275968.41,4/11/2019 0:00,424987.95,254992.77,4/11/2019 0:00,25381.87,10152.75,4/11/2019 0:00,519364.47,86560.75,4/11/2019 0:00,2,281,Disponible
282,565089.97,968451.30,5/7/2019 0:00,992162.01,185547.83,5/28/2019 0:00,188779.46,297297.44,12/2/2018 0:00,484225.65,290535.39,12/2/2018 0:00,496081.01,198432.40,12/2/2018 0:00,113267.68,18877.95,12/2/2018 0:00,3,282,Disponible
283,261965.49,629306.43,2/7/2019 0:00,989148.84,636351.81,7/10/2019 0:00,143810.43,124295.90,8/31/2019 0:00,314653.22,188791.93,8/31/2019 0:00,494574.42,197829.77,8/31/2019 0:00,86286.26,14381.04,8/31/2019 0:00,6,283,Disponible
284,841927.42,827027.62,6/15/2019 0:00,516382.07,368431.93,3/25/2019 0:00,55320.31,209264.26,8/26/2019 0:00,413513.81,248108.29,8/26/2019 0:00,258191.04,103276.41,8/26/2019 0:00,33192.19,5532.03,8/26/2019 0:00,12,284,Disponible
285,791573.74,857820.82,3/18/2019 0:00,78318.93,943576.67,12/30/2018 0:00,370957.64,50687.82,6/30/2019 0:00,428910.41,257346.25,6/30/2019 0:00,39159.47,15663.79,6/30/2019 0:00,222574.58,37095.76,6/30/2019 0:00,8,285,Disponible
286,606460.68,251186.18,11/12/2018 0:00,920441.60,928436.66,11/9/2018 0:00,717696.81,473011.01,7/19/2019 0:00,125593.09,75355.85,7/19/2019 0:00,460220.80,184088.32,7/19/2019 0:00,430618.09,71769.68,7/19/2019 0:00,7,286,Disponible
287,102195.44,887791.83,11/24/2018 0:00,327420.40,409910.70,7/24/2019 0:00,440221.02,532690.83,1/8/2019 0:00,443895.92,266337.55,1/8/2019 0:00,163710.20,65484.08,1/8/2019 0:00,264132.61,44022.10,1/8/2019 0:00,4,287,Disponible
288,436222.03,450765.56,10/12/2019 0:00,79716.43,812679.25,7/4/2019 0:00,167614.87,479452.93,4/16/2019 0:00,225382.78,135229.67,4/16/2019 0:00,39858.22,15943.29,4/16/2019 0:00,100568.92,16761.49,4/16/2019 0:00,6,288,Disponible
289,411467.98,493070.33,7/11/2019 0:00,186922.22,906100.50,8/20/2019 0:00,892671.15,360265.63,6/18/2019 0:00,246535.17,147921.10,6/18/2019 0:00,93461.11,37384.44,6/18/2019 0:00,535602.69,89267.12,6/18/2019 0:00,4,289,Disponible
290,174205.00,249270.07,10/16/2019 0:00,957159.10,160444.56,9/2/2019 0:00,634611.26,824950.19,5/28/2019 0:00,124635.04,74781.02,5/28/2019 0:00,478579.55,191431.82,5/28/2019 0:00,380766.76,63461.13,5/28/2019 0:00,5,290,Disponible
291,309620.57,634038.50,9/12/2019 0:00,911912.08,75555.05,8/29/2019 0:00,499267.88,389319.39,6/18/2019 0:00,317019.25,190211.55,6/18/2019 0:00,455956.04,182382.42,6/18/2019 0:00,299560.73,49926.79,6/18/2019 0:00,11,291,Disponible
